City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,porto novo,6.4965,2.6036,29.900000000000034,71,100,2.5,BJ,1682357375
298,general conesa,-40.1,-64.4333,24.460000000000036,27,0,8.08,AR,1682357375
299,greymouth,-42.4667,171.2,9.270000000000039,79,73,1.24,NZ,1682357376
300,holualoa,19.6228,-155.9522,21.54000000000002,70,0,2.06,US,1682357377
301,dunedin,-45.8742,170.5036,13.930000000000007,10,100,7.86,NZ,1682357273
302,westport,41.1415,-73.3579,15.810000000000002,55,0,6.17,US,1682357378
303,alexandria,31.2156,29.9553,18.730000000000018,73,6,5.98,EG,1682357378
304,port mathurin,-19.6833,63.4167,26.350000000000023,83,92,8.8,MU,1682357379
305,puerto baquerizo moreno,-0.9,-89.6,28.55000000000001,79,40,3.09,EC,1682357379
306,lihue,21.9789,-159.3672,21.58000000000004,90,0,3.09,US,1682357380
307,kavieng,-2.5744,150.7967,28.730000000000018,76,36,5.66,PG,1682357380
308,aktau,43.65,51.2,25.32000000000005,24,70,13.49,KZ,1682357381
309,hammerfest,70.6634,23.6821,-0.75,74,20,1.03,NO,1682357381
310,porbandar,21.6422,69.6093,27.560000000000002,64,76,5.42,IN,1682357381
311,hami,42.8,93.45,13.610000000000014,19,3,0.68,CN,1682357382
312,bayanhongor,46.7167,100.1167,-3.3999999999999773,49,29,2.05,MN,1682357382
313,natchitoches,31.7668,-93.1335,18.99000000000001,45,40,5.14,US,1682357383
314,grand falls-windsor,48.9332,-55.6649,4.720000000000027,90,100,3.13,CA,1682357384
315,vernon,50.2581,-119.2691,11.450000000000045,77,79,1.03,CA,1682357209
316,kolonia town,6.964,158.206,28.140000000000043,77,96,7.08,FM,1682357387
317,ayorou,14.7308,0.9174,40.07000000000005,9,1,3.15,NE,1682357388
318,saint-pierre,-21.3393,55.4781,26.82000000000005,78,0,1.03,RE,1682357388
319,krasnoturansk,54.3186,91.5639,6.720000000000027,59,100,2.99,RU,1682357389
320,botucatu,-22.8858,-48.445,23.5,47,0,2.43,BR,1682357160
321,jaguaruna,-28.615,-49.0256,26.80000000000001,66,28,5.32,BR,1682357343
322,sompeta,18.9333,84.6,25.390000000000043,68,100,2.31,IN,1682357391
323,vila franca do campo,37.7167,-25.4333,18.230000000000018,87,81,3.68,PT,1682357391
324,berdigestyakh,62.0989,126.6992,-3.9599999999999795,89,100,6.02,RU,1682357392
325,longyearbyen,78.2186,15.6401,-7.089999999999975,63,0,2.57,SJ,1682357392
326,saldanha,-33.0117,17.9442,18.03000000000003,95,57,1.89,ZA,1682357393
327,pacasmayo,-7.4006,-79.5714,26.420000000000016,71,79,5.39,PE,1682357394
328,enewetak,11.3474,162.3373,25.910000000000025,88,100,8.61,MH,1682357395
329,afua,-0.1567,-50.3867,27.930000000000007,77,99,2.17,BR,1682357395
330,betio village,1.358,172.9211,27.02000000000004,80,68,5.56,KI,1682357395
331,latina scalo,41.5316,12.9458,18.650000000000034,83,40,2.68,IT,1682357396
332,salalah,17.0151,54.0924,29.05000000000001,74,20,3.09,OM,1682357396
333,kidal,18.4411,1.4078,36.79000000000002,5,0,7.53,ML,1682357397
334,abu jibeha,11.4562,31.2285,28.99000000000001,45,82,5.43,SD,1682357397
335,metlili chaamba,32.2667,3.6333,29.52000000000004,15,40,4.12,DZ,1682357397
336,melfi,40.9965,15.6514,15.310000000000002,75,18,5.01,IT,1682357398
337,olyokminsk,60.3736,120.4264,-6.279999999999973,96,56,1.07,RU,1682357398
338,kodinsk,58.6881,99.1844,-1.169999999999959,96,90,1.87,RU,1682357398
339,hadibu,12.65,54.0333,28.450000000000045,69,52,1.82,YE,1682357399
340,colonia,50.9333,6.95,12.760000000000048,60,40,5.66,DE,1682357327
341,palmerton,40.8015,-75.6102,14.270000000000039,41,100,3.13,US,1682357400
342,ola,59.5833,151.2833,1.75,81,100,4.78,RU,1682357401
343,zheleznodorozhnyy,55.7503,38.0042,18.230000000000018,44,37,1.97,RU,1682357402
344,santyoku,37.4406,129.1708,7.060000000000002,77,44,2.26,KR,1682357403
345,mirnyy,62.5353,113.9611,-15.689999999999998,99,34,0.86,RU,1682357403
346,vila velha,-20.3297,-40.2925,26.970000000000027,68,40,5.14,BR,1682357403
347,chapaev,50.2,51.1667,16.150000000000034,57,100,4.45,KZ,1682357404
348,mount gambier,-37.8333,140.7667,13.53000000000003,71,2,2.66,AU,1682357405
349,aljezur,37.3191,-8.8033,17.05000000000001,86,57,8.58,PT,1682357405
350,trinity beach,-16.7888,145.6968,23.939999999999998,93,40,5.66,AU,1682357406
351,malpica,43.3228,-8.8105,19.090000000000032,65,100,5.58,ES,1682357409
352,piti village,13.4626,144.6933,27.49000000000001,87,75,2.57,GU,1682357410
353,tafuna,-14.3358,-170.72,26.970000000000027,94,40,3.6,AS,1682357411
354,katsuura,35.1333,140.3,11.82000000000005,63,96,4.55,JP,1682357412
355,riverton,40.5219,-111.9391,15.25,55,98,5.36,US,1682357413
356,karema,-6.8205,30.4389,22.33000000000004,85,96,0.65,TZ,1682357414
357,novyy urgal,51.0736,132.5642,-1.8599999999999568,65,46,0.95,RU,1682357414
358,mejit,10.2753,170.8646,27.220000000000027,81,99,9.52,MH,1682357417
359,puerto armuelles,8.2833,-82.8667,30.99000000000001,63,77,3.38,PA,1682357388
360,prince george,53.9166,-122.753,7.689999999999998,88,100,4.63,CA,1682357321
361,khanty-mansiysk,61.0042,69.0019,-0.9399999999999977,55,0,2.0,RU,1682357418
362,antsohihy,-14.8796,47.9875,24.49000000000001,93,2,0.95,MG,1682357419
363,galesong,-5.3166,119.3661,26.420000000000016,83,34,2.48,ID,1682357419
364,lagunas,-5.2269,-75.6753,31.760000000000048,56,64,1.42,PE,1682357419
365,gubkinskiy,64.434,76.5026,-4.849999999999966,89,97,9.65,RU,1682357420
366,poronaysk,49.2167,143.1167,0.9000000000000341,81,100,1.44,RU,1682357420
367,rampur,28.8167,79.0333,24.02000000000004,33,33,3.31,IN,1682357421
368,lajinha,-20.1514,-41.6228,23.25,68,64,2.03,BR,1682357308
369,comodoro rivadavia,-45.8667,-67.5,25.920000000000016,11,0,6.17,AR,1682357286
370,ingeniero jacobacci,-41.3427,-69.5448,20.879999999999995,22,2,8.16,AR,1682357422
371,nogliki,51.8333,143.1667,-1.6499999999999773,82,74,5.71,RU,1682357422
372,brandon,27.9378,-82.2859,29.0,67,75,6.17,US,1682357423
373,vadso,70.0744,29.7487,1.490000000000009,74,0,6.69,NO,1682357423
374,ocumare del tuy,10.1165,-66.7761,33.82000000000005,42,64,0.92,VE,1682357424
375,caxias,38.7031,-9.2767,24.900000000000034,54,0,6.17,PT,1682357425
376,vorkuta,67.5,64.0,-8.409999999999968,97,93,4.49,RU,1682357426
377,karasburg,-28.0167,18.75,21.74000000000001,39,59,3.82,NA,1682357426
378,utrik,11.2278,169.8474,26.83000000000004,83,100,9.72,MH,1682357426
379,hemsby,52.6971,1.6918,8.879999999999995,74,74,7.72,GB,1682357427
380,peniche,39.3558,-9.3811,22.379999999999995,73,59,5.01,PT,1682357401
381,prineville,44.2999,-120.8345,10.620000000000005,50,40,8.75,US,1682357418
382,galliano,29.4422,-90.2992,21.0,56,100,5.66,US,1682357428
383,betong,5.7743,101.0723,22.32000000000005,98,100,1.07,TH,1682357429
384,boende,-0.2167,20.8667,21.850000000000023,89,85,0.94,CD,1682357429
385,khilok,51.3674,110.4676,-5.939999999999998,50,3,1.07,RU,1682357430
386,aripuana,-9.1667,-60.6333,30.650000000000034,57,57,1.82,BR,1682357431
387,bekobod,40.2208,69.2697,20.83000000000004,42,33,2.15,UZ,1682357431
388,madalena,41.2162,-8.3345,20.980000000000018,68,83,2.27,PT,1682357432
389,lianghu,29.9915,120.8985,12.189999999999998,96,100,1.54,CN,1682357432
390,dire dawa,9.5931,41.8661,24.060000000000002,65,76,2.62,ET,1682357433
391,muzaffarpur,26.1167,85.4,24.730000000000018,43,53,3.09,IN,1682357433
392,luderitz,-26.6481,15.1594,16.930000000000007,92,9,4.36,NA,1682357435
393,sol'tsy,58.1239,30.3238,14.810000000000002,54,56,4.17,RU,1682357437
394,staroshcherbinovskaya,46.6311,38.6742,10.490000000000009,97,100,3.64,RU,1682357438
395,bowen,-20.0167,148.2333,23.760000000000048,77,71,9.04,AU,1682357440
396,ouadda,8.0777,22.4007,22.010000000000048,82,72,1.69,CF,1682357441
397,neijiang,29.5835,105.0622,10.560000000000002,90,100,3.18,CN,1682357441
398,rumbek,6.802,29.6912,32.420000000000016,31,16,0.58,SS,1682357442
399,smithers,54.7804,-127.1743,7.180000000000007,76,75,0.0,CA,1682357147
400,hilo,19.7297,-155.09,25.340000000000032,85,75,2.57,US,1682357443
401,sinabang,2.4803,96.3801,27.610000000000014,80,99,1.12,ID,1682357443
402,wacheng,33.7833,114.5167,7.890000000000043,96,100,2.51,CN,1682357443
403,olhao,37.0286,-7.8411,27.379999999999995,61,0,5.14,PT,1682357444
404,manturovo,58.3353,44.7619,11.860000000000014,59,20,2.68,RU,1682357444
405,kudahuvadhoo,2.6708,72.8944,28.950000000000045,74,100,2.57,MV,1682357445
406,pemangkat,1.1667,108.9667,24.950000000000045,90,92,1.94,ID,1682357445
407,karratha,-20.7377,116.8463,25.920000000000016,71,56,2.59,AU,1682357446
408,yung shue wan,22.2333,114.1167,23.680000000000007,93,59,3.59,HK,1682357446
409,labytnangi,66.6572,66.4183,-6.3799999999999955,84,18,6.26,RU,1682357447
410,tsiombe,-25.3,45.4833,20.370000000000005,84,28,2.23,MG,1682357418
411,pointe-noire,-4.7761,11.8635,29.04000000000002,84,20,4.12,CG,1682357447
412,ta`u,-14.2336,-169.5144,27.410000000000025,75,55,3.89,AS,1682357448
413,camana,-16.6228,-72.7111,24.189999999999998,70,5,5.18,PE,1682357448
414,kaspiyskiy,45.3929,47.3707,13.810000000000002,78,74,3.68,RU,1682357448
415,isangel,-19.55,169.2667,24.850000000000023,84,67,3.77,VU,1682357449
416,villa emilio carranza,19.9667,-96.6,23.410000000000025,84,95,4.45,MX,1682357450
417,goure,13.9835,10.2704,33.08000000000004,18,84,2.25,NE,1682357451
418,santarem,-2.4431,-54.7083,30.07000000000005,74,20,5.14,BR,1682357452
419,ghat,24.9647,10.1728,29.120000000000005,17,41,2.77,LY,1682357453
420,ulanhot,46.0833,122.0833,7.740000000000009,37,100,8.55,CN,1682357453
421,rembangan,-6.7036,111.3416,25.02000000000004,91,73,1.79,ID,1682357454
422,sovetskaya gavan',48.9723,140.2878,2.0200000000000387,68,100,5.93,RU,1682357446
423,wuwei,37.9281,102.6414,8.410000000000025,46,64,3.25,CN,1682357455
424,quellon,-43.1167,-73.6167,13.140000000000043,76,75,4.63,CL,1682357455
425,orting,47.0979,-122.2043,11.29000000000002,83,75,2.06,US,1682357455
426,belyy yar,53.6039,91.3903,7.939999999999998,42,93,3.0,RU,1682357456
427,timbuktu,16.7735,-3.0074,36.51000000000005,7,3,4.18,ML,1682357456
428,maun,-19.9833,23.4167,25.980000000000018,44,0,1.03,BW,1682357325
429,ataq,14.5377,46.8319,24.80000000000001,53,15,5.12,YE,1682357457
430,mutuali,-14.8706,37.0044,18.710000000000036,84,14,1.74,MZ,1682357458
431,shchuchinsk,52.9333,70.2,6.230000000000018,56,50,1.56,KZ,1682357459
432,kayyerkan,69.3786,87.7439,2.390000000000043,74,80,6.53,RU,1682357460
433,magadan,59.5667,150.8,1.410000000000025,77,100,4.93,RU,1682357460
434,st. john's,47.5649,-52.7093,5.439999999999998,91,100,10.28,CA,1682357127
435,mariental,-24.6333,17.9667,20.410000000000025,57,4,3.14,NA,1682357462
436,les sables-d'olonne,46.6667,-1.8333,14.439999999999998,79,95,5.44,FR,1682357462
437,leander,30.5788,-97.8531,16.49000000000001,70,100,3.13,US,1682357463
438,calderitas,18.55,-88.25,31.060000000000002,58,100,4.12,MX,1682357463
439,howard springs,-12.497,131.047,26.950000000000045,85,34,2.42,AU,1682357464
440,yuzhno-kurilsk,44.0306,145.8556,3.8100000000000023,71,48,6.98,RU,1682357381
441,dondo,-19.6094,34.7431,24.730000000000018,94,60,2.06,MZ,1682357464
442,kyren,51.6828,102.1408,0.7000000000000455,52,82,1.58,RU,1682357440
443,nemuro,43.3236,145.575,2.75,86,20,7.73,JP,1682357397
444,sovetsk,55.0839,21.8785,12.79000000000002,77,33,5.23,RU,1682357466
445,zaysan,47.4667,84.8667,12.04000000000002,63,87,5.93,KZ,1682357466
446,galle,6.0367,80.217,27.129999999999995,82,65,1.72,LK,1682357467
447,behompy,-23.2496,43.8557,20.25,90,0,0.85,MG,1682357467
448,port augusta,-32.5,137.7667,18.460000000000036,47,42,2.22,AU,1682357468
449,ilebo,-4.3167,20.5833,23.700000000000045,86,99,0.41,CD,1682357469
450,noshiro,40.2039,140.0242,5.550000000000011,53,0,1.99,JP,1682357469
451,jayapura,-2.5333,140.7,25.660000000000025,92,93,1.38,ID,1682357470
452,tual,-5.6667,132.75,28.129999999999995,73,54,0.78,ID,1682357470
453,iskateley,67.6803,53.1512,-5.669999999999959,90,73,3.13,RU,1682357429
454,anloga,5.7947,0.8973,28.879999999999995,75,100,4.59,GH,1682357471
455,tbeng meanchey,13.8167,104.9667,27.189999999999998,70,53,0.73,KH,1682357471
456,dalandzadgad,43.5708,104.425,2.2000000000000455,37,26,2.0,MN,1682357472
457,bishkek,42.87,74.59,14.110000000000014,72,99,2.45,KG,1682357472
458,prado,-17.3411,-39.2208,26.920000000000016,67,55,5.76,BR,1682357444
459,abepura,-2.6333,140.5833,25.450000000000045,89,40,0.0,ID,1682357473
460,nova olimpia,-14.7972,-57.2881,29.090000000000032,70,26,2.3,BR,1682357474
461,gisborne,-38.6533,178.0042,9.360000000000014,74,30,4.34,NZ,1682357402
462,kapsabet,0.2039,35.105,13.720000000000027,95,72,1.81,KE,1682357475
463,bridlington,54.0831,-0.1919,7.720000000000027,70,100,4.47,GB,1682357475
464,buka,40.8108,69.1986,18.610000000000014,51,11,2.74,UZ,1682357476
465,wuyang,31.9925,116.2472,10.240000000000009,92,100,1.79,CN,1682357476
466,luanda,-8.8368,13.2343,29.0,79,20,4.63,AO,1682357212
467,kathmandu,27.7167,85.3167,14.350000000000023,83,20,1.54,NP,1682357117
468,sao desiderio,-12.3633,-44.9733,29.840000000000032,44,45,3.15,BR,1682357477
469,san juan,-31.5375,-68.5364,22.230000000000018,37,0,3.15,AR,1682357293
470,libreville,0.3925,9.4537,29.010000000000048,79,20,2.57,GA,1682357315
471,burao,9.5221,45.5336,26.82000000000005,54,69,1.25,SO,1682357479
472,mitha tiwana,32.2486,72.1108,27.49000000000001,12,0,2.21,PK,1682357479
473,papao,-17.75,-149.55,24.82000000000005,84,93,5.33,PF,1682357420
474,tanout,14.9709,8.8879,34.410000000000025,16,98,4.49,NE,1682357482
475,greenland,43.0362,-70.8328,14.57000000000005,83,75,3.09,US,1682357484
476,warrenton,-28.114,24.8475,19.439999999999998,12,100,5.28,ZA,1682357484
477,polyarnyy,69.1989,33.4478,-2.8100000000000023,74,39,3.82,RU,1682357384
478,ar rahad,12.7167,30.65,32.54000000000002,36,84,6.62,SD,1682357485
479,tvoroyri,61.5556,-6.8111,2.8000000000000114,57,100,8.06,FO,1682357486
480,san isidro,-12.1167,-77.05,25.77000000000004,69,0,9.77,PE,1682357487
481,bardai,11.65,7.2333,31.390000000000043,26,100,2.24,NG,1682357487
482,berezovyy,51.6667,135.7,-2.519999999999982,76,93,2.84,RU,1682357488
483,salekhard,66.53,66.6019,-5.229999999999961,80,17,7.62,RU,1682357488
484,gidole,5.65,37.3667,13.900000000000034,84,76,2.05,ET,1682357489
485,mathba,22.2855,89.9629,25.930000000000007,68,41,2.4,BD,1682357489
486,kalmunai,7.4167,81.8167,27.52000000000004,80,79,2.95,LK,1682357490
487,hotan,37.0997,79.9269,17.720000000000027,14,0,2.32,CN,1682357490
488,la romana,18.4273,-68.9728,30.200000000000045,74,20,2.57,DO,1682357490
489,malangali,-8.5667,34.85,17.930000000000007,94,38,4.23,TZ,1682357491
490,childress,34.4264,-100.204,12.140000000000043,54,100,5.66,US,1682357262
491,mokhsogollokh,61.4681,128.9203,-4.1299999999999955,89,100,4.78,RU,1682357492
492,pizarro,4.9533,-77.366,29.5,66,24,3.57,CO,1682357492
493,freetown,8.484,-13.2299,27.840000000000032,78,75,4.63,SL,1682357493
494,ostersund,63.1792,14.6357,-0.75,100,100,2.57,SE,1682357493
495,bathurst,-33.4166,149.5806,11.010000000000048,92,32,1.2,AU,1682357494
496,murzuq,25.9155,13.9184,29.950000000000045,13,69,4.9,LY,1682357495
497,devils lake,48.1128,-98.8651,4.060000000000002,55,20,3.6,US,1682357496
498,bantogon,6.5333,124.0333,26.0,82,99,1.71,PH,1682357496
499,nishinoomote,30.7333,131.0,18.04000000000002,73,100,11.63,JP,1682357497
500,dalbandin,28.8947,64.4101,27.730000000000018,12,99,4.39,PK,1682357446
501,ouezzane,34.7971,-5.5822,26.590000000000032,32,0,4.21,MA,1682357498
502,heihe,50.2441,127.4902,3.32000000000005,78,100,4.02,CN,1682357498
503,bagli,22.65,76.35,28.430000000000007,13,100,3.03,IN,1682357499
504,aldinga beach,-35.2793,138.4604,21.470000000000027,58,39,3.42,AU,1682357499
505,kangding,30.0513,101.9603,6.4500000000000455,97,100,0.4,CN,1682357500
506,kainan,34.15,135.2,12.020000000000039,65,100,2.58,JP,1682357500
507,naracoorte,-36.9579,140.7383,15.220000000000027,66,1,3.37,AU,1682357500
508,cidreira,-30.1811,-50.2056,23.24000000000001,75,23,7.02,BR,1682357501
509,medina,24.4686,39.6142,25.24000000000001,47,20,5.66,SA,1682357501
510,torit,4.4133,32.5678,27.140000000000043,54,95,1.8,SS,1682357502
511,dolores,-36.3132,-57.6792,24.180000000000007,44,36,5.06,AR,1682357401
512,ulladulla,-35.35,150.4667,12.650000000000034,90,3,2.15,AU,1682357503
513,jose pedro varela,-33.45,-54.5333,26.510000000000048,42,62,3.42,UY,1682357503
514,colares,38.7992,-9.4469,24.82000000000005,57,0,6.17,PT,1682357504
515,gamboma,-1.8764,15.8644,26.54000000000002,62,67,0.77,CG,1682357505
516,general villegas,-35.0328,-63.0125,24.53000000000003,37,98,3.03,AR,1682357505
517,tiznit,29.5833,-9.5,24.77000000000004,41,11,2.62,MA,1682357506
518,frontera,26.9333,-101.45,15.860000000000014,82,100,4.12,MX,1682357508
519,usogorsk,63.4106,48.6872,4.8700000000000045,97,100,4.03,RU,1682357509
520,viedma,-40.8135,-62.9967,25.480000000000018,26,0,8.4,AR,1682357509
521,beledweyne,4.7358,45.2036,30.58000000000004,56,88,6.47,SO,1682357510
522,laguna,38.421,-121.4238,21.760000000000048,57,0,0.89,US,1682357380
523,xilin hot,43.9667,116.0333,8.810000000000002,51,100,8.88,CN,1682357510
524,lakatoro,-16.0999,167.4164,25.340000000000032,85,93,3.23,VU,1682357511
525,suvorovskaya,44.1942,42.6539,13.160000000000025,83,89,4.68,RU,1682357511
526,yeniseysk,58.4497,92.1703,2.82000000000005,90,99,2.96,RU,1682357512
527,tocopilla,-22.092,-70.1979,22.220000000000027,71,12,2.87,CL,1682357512
528,rosarito,32.3333,-117.0333,18.680000000000007,67,45,3.03,MX,1682357513
529,palasa,18.7667,84.4167,24.860000000000014,71,98,2.42,IN,1682357513
530,muswellbrook,-32.2667,150.9,12.960000000000036,98,13,0.62,AU,1682357513
531,andergrove,-21.0833,149.1833,23.140000000000043,67,93,9.9,AU,1682357514
532,scarperia,43.992,11.3538,17.120000000000005,79,81,2.16,IT,1682357514
533,kourou,5.1552,-52.6478,25.03000000000003,92,100,3.01,GF,1682357404
534,kenai,60.5544,-151.2583,-2.9499999999999886,80,75,0.0,US,1682357230
535,fada,9.5667,8.3,27.07000000000005,42,99,1.46,NG,1682357515
536,flying fish cove,-10.4217,105.6791,27.25,78,54,5.77,CX,1682357429
537,lodja,-3.4833,23.4333,22.24000000000001,85,100,1.03,CD,1682357516
538,akureyri,65.6835,-18.0878,1.9600000000000364,51,40,5.66,IS,1682357398
539,leava,-14.3,-178.1667,27.610000000000014,77,100,4.13,WF,1682357517
540,dhidhdhoo,6.8833,73.1,29.710000000000036,66,95,2.14,MV,1682357518
541,axim,4.8699,-2.2405,27.950000000000045,78,100,3.26,GH,1682357518
542,palmer,42.1584,-72.3287,14.710000000000036,57,75,3.09,US,1682357391
543,warmbad,-28.45,18.7333,22.120000000000005,27,45,1.86,NA,1682357519
544,contwig,49.25,7.4333,11.270000000000039,90,63,5.16,DE,1682357520
545,fukuecho,32.6881,128.8419,12.760000000000048,87,100,4.21,JP,1682357520
546,viqueque,-8.8673,126.3658,25.27000000000004,91,58,0.76,TL,1682357521
547,inongo,-1.95,18.2667,24.410000000000025,78,86,1.42,CD,1682357521
548,gorodishche,48.8045,44.4744,13.490000000000009,76,40,9.0,RU,1682357522
549,jiuquan,39.7432,98.5174,10.04000000000002,25,0,4.25,CN,1682357522
550,el idrissia,34.4454,2.5275,22.32000000000005,31,79,2.5,DZ,1682357522
551,turkmenbasy,40.0222,52.9552,21.430000000000007,43,0,2.06,TM,1682357523
552,revda,56.801,59.9303,9.760000000000048,76,94,1.43,RU,1682357523
553,taulaga,-11.0553,-171.0883,27.660000000000025,75,91,0.95,AS,1682357524
554,shingu,33.7333,135.9833,11.189999999999998,84,100,3.38,JP,1682357524
555,saint-philippe,-21.3585,55.7679,26.77000000000004,81,27,1.88,RE,1682357460
556,usinsk,65.9939,57.5281,-5.589999999999975,88,66,4.06,RU,1682357525
557,paso de la patria,-27.3168,-58.572,24.03000000000003,66,100,2.66,AR,1682357526
558,coquimbo,-29.9533,-71.3436,16.850000000000023,77,75,1.54,CL,1682357343
559,bage,-31.3314,-54.1069,27.879999999999995,44,20,2.57,BR,1682357526
560,igarka,67.4667,86.5833,1.160000000000025,97,100,9.08,RU,1682357455
561,nueve de julio,-35.4444,-60.8831,24.420000000000016,48,94,1.34,AR,1682357527
562,carutapera,-1.195,-46.02,28.53000000000003,75,93,3.51,BR,1682357528
563,puerto deseado,-47.7503,-65.8938,21.110000000000014,25,0,10.1,AR,1682357502
564,cold lake,54.4502,-110.2017,8.970000000000027,31,100,7.72,CA,1682357347
565,tchintabaraden,15.8969,5.7985,34.81,14,4,4.29,NE,1682357529
566,buckhannon,38.994,-80.232,11.300000000000011,37,79,4.63,US,1682357529
567,miri,4.4148,114.0089,25.08000000000004,94,40,1.03,MY,1682357488
568,nova sintra,14.8667,-24.7167,20.27000000000004,74,2,9.03,CV,1682357418
569,kyshtym,55.714,60.5528,9.860000000000014,63,80,2.8,RU,1682357531
570,garoua boulai,5.8833,14.55,23.25,70,84,2.19,CM,1682357531
571,chegdomyn,51.1167,133.0167,-3.0,74,41,1.28,RU,1682357532
572,lagoa,39.05,-27.9833,16.08000000000004,83,2,8.22,PT,1682357534
573,acajutla,13.5928,-89.8275,30.180000000000007,63,92,3.93,SV,1682357536
574,ramadi,33.4226,43.3058,20.410000000000025,69,78,4.26,IQ,1682357536
575,tupiza,-21.45,-65.7167,21.27000000000004,8,0,9.96,BO,1682357536
576,haiku-pauwela,20.9219,-156.3051,25.02000000000004,82,20,1.54,US,1682357434
577,partizansk,43.1258,133.1339,0.26000000000004775,69,28,0.63,RU,1682357537
578,lyakhavichy,53.0388,26.2656,10.740000000000009,69,54,4.36,BY,1682357538
579,bayanaul,50.7889,75.6956,6.610000000000014,61,45,5.27,KZ,1682357538
580,nabire,-3.3667,135.4833,24.53000000000003,91,92,1.17,ID,1682357538
581,alta,69.9689,23.2717,0.5900000000000318,64,20,1.54,NO,1682357539
582,bintulu,3.1667,113.0333,24.230000000000018,94,20,3.09,MY,1682357539
583,horsham,51.064,-0.3272,11.07000000000005,89,75,3.6,GB,1682357540
584,portland,45.5234,-122.6762,12.57000000000005,75,75,2.68,US,1682357400
585,puerto aysen,-45.4,-72.7,12.020000000000039,82,75,3.6,CL,1682357307
586,carbonear,47.7332,-53.2148,4.520000000000039,84,100,7.9,CA,1682357541
587,thames,-37.1333,175.5333,6.480000000000018,73,0,0.6,NZ,1682357541
588,santiago de cao,-7.9589,-79.2392,26.07000000000005,65,97,6.17,PE,1682357541
589,alaghsas,17.0187,8.0168,34.81,9,7,5.65,NE,1682357542
590,qom,34.6401,50.8764,27.379999999999995,20,73,4.57,IR,1682357542
591,peace river,56.2501,-117.286,8.170000000000016,65,100,4.63,CA,1682357453
592,sisimiut,66.9395,-53.6735,1.4399999999999977,95,100,1.74,GL,1682357543
593,den burg,53.0542,4.7972,8.990000000000009,88,75,6.17,NL,1682357544
594,mili,6.0815,171.735,27.960000000000036,80,100,8.93,MH,1682357544
595,panshan,41.1881,122.0494,10.860000000000014,55,100,6.45,CN,1682357544
596,konstantinovka,49.6167,127.9833,3.6100000000000136,64,100,4.25,RU,1682357545
